Grupo de edad,Laboratorio,Fecha inmunización,1° Dosis,2° Dosis
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-11,239,197.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-12,179,135.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-13,279,160.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-14,428,21.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-15,6,0.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-17,1343,5.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-18,2281,3.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-19,2665,2.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-20,2229,1.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-21,217,0.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-22,659,0.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-23,93,0.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-24,3490,3.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-25,5538,3.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-26,3284,0.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-27,2390,0.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-28,2209,0.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-29,771,0.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-30,147,0.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-05-31,3427,0.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-06-01,4670,0.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-06-02,3668,0.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-06-03,2174,0.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-06-04,1097,0.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-06-05,216,0.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-06-06,34,0.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-06-07,305,0.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-06-08,439,0.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-06-09,392,0.0
50-59,Campaña SARS-CoV-2 (Pfizer),2021-06-10,331,0.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-02,1731,1728.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-03,14711,14681.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-04,11670,11625.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-05,10517,10481.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-06,1827,1826.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-07,397,395.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-08,10803,10766.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-09,13188,13145.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-10,14636,14585.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-11,15711,15634.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-12,13698,13635.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-13,3457,3442.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-14,309,305.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-15,17225,17172.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-16,17489,17419.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-17,13293,13232.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-18,8913,8853.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-19,7199,7167.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-20,778,773.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-21,97,97.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-22,17140,17083.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-23,14662,14597.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-24,4784,4760.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-25,4064,4038.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-26,5725,5676.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-27,426,419.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-02-28,19,19.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-01,4950,4915.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-02,3645,3611.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-03,4232,4183.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-04,4622,4565.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-05,5672,5603.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-06,888,874.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-07,109,107.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-08,77404,77119.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-09,68817,68546.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-10,65163,64853.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-11,92785,92316.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-12,46490,46180.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-13,12719,12607.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-14,1369,1358.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-15,38607,38343.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-16,29855,29610.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-17,24676,24446.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-18,23389,23165.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-19,25044,24795.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-20,4983,4939.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-21,684,675.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-22,33357,33029.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-23,22353,22126.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-24,46232,45811.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-25,47599,47208.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-26,56669,56182.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-27,3940,3876.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-28,322,317.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-29,83545,82878.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-30,56706,56149.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-03-31,55724,55073.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-01,75642,74892.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-02,728,715.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-03,646,637.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-04,253,245.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-05,30278,29795.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-06,24763,24449.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-07,24786,24446.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-08,18432,18068.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-09,16431,16032.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-10,2004,1947.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-11,194,188.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-12,7665,7434.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-13,3868,3740.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-14,3208,3097.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-15,3038,2929.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-16,4940,4760.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-17,672,649.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-18,56,53.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-19,11284,10852.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-20,10756,10278.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-21,8906,8552.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-22,7691,7338.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-23,7822,7478.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-24,1344,1275.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-25,94,88.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-26,3333,3171.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-27,1400,1323.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-28,1301,1216.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-29,1174,1097.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-04-30,2695,2539.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-01,33,31.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-02,52,48.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-03,4351,4089.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-04,4181,3818.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-05,4282,3895.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-06,4535,4002.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-07,5612,4959.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-08,1441,1228.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-09,88,67.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-10,5741,4915.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-11,5422,4516.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-12,5693,4386.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-13,4802,3167.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-14,5401,408.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-15,71,2.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-16,20,0.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-17,3352,10.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-18,2470,5.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-19,2234,3.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-20,2851,1.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-21,91,0.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-22,910,1.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-23,161,0.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-24,7280,0.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-25,6163,4.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-26,7432,1.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-27,6601,1.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-28,7631,0.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-29,2094,0.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-30,531,0.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-05-31,4472,0.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-06-01,891,0.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-06-02,697,0.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-06-03,942,1.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-06-04,1606,0.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-06-05,755,0.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-06-06,119,0.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-06-07,3898,0.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-06-08,4544,0.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-06-09,5686,0.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-06-10,4085,0.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-06-11,206,0.0
50-59,Campaña SARS-CoV-2 (Sinovac),2021-06-12,68,0.0
60-69,Campaña SARS-CoV-2 (Pfizer),2020-12-24,12,12.0
60-69,Campaña SARS-CoV-2 (Pfizer),2020-12-25,109,108.0
60-69,Campaña SARS-CoV-2 (Pfizer),2020-12-26,96,96.0
60-69,Campaña SARS-CoV-2 (Pfizer),2020-12-27,7,7.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-01-04,7,7.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-01-05,25,25.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-01-06,4,4.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-01-14,64,64.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-01-15,29,29.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-01-16,1,1.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-01-18,541,541.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-01-19,970,967.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-01-20,542,542.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-01-21,190,190.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-01-22,32,32.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-01-25,1,1.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-01-26,4,4.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-02-04,5,5.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-02-05,1,1.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-02-08,2,2.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-02-09,2,2.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-02-10,4,4.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-02-11,26,26.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-02-12,12,12.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-02-22,395,390.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-02-23,772,760.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-02-24,1406,1391.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-02-25,2279,2249.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-02-26,2418,2380.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-02-27,364,362.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-02-28,2,2.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-01,1043,1039.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-02,4206,4167.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-03,2487,2461.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-04,1958,1942.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-05,1673,1657.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-06,23,22.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-07,10,10.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-08,1781,1766.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-09,4178,4114.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-10,4065,4002.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-11,3100,3062.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-12,1191,1176.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-13,63,63.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-15,891,879.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-16,1715,1681.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-17,1616,1585.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-18,784,768.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-19,225,219.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-20,13,13.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-22,570,561.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-23,1834,1780.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-24,2195,2130.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-25,1713,1671.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-26,943,915.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-27,51,49.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-29,741,716.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-30,1418,1376.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-03-31,863,833.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-01,366,352.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-02,5,5.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-03,1,1.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-05,713,685.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-06,1694,1634.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-07,1635,1571.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-08,1501,1434.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-09,1455,1386.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-10,275,260.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-11,20,19.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-12,1606,1529.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-13,2129,2046.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-14,1766,1692.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-15,1758,1660.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-16,1866,1765.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-17,243,234.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-18,12,11.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-19,528,498.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-20,348,327.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-21,203,194.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-22,153,142.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-23,139,133.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-24,24,22.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-26,512,479.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-27,718,670.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-28,493,468.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-29,365,338.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-04-30,1246,1171.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-01,15,13.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-02,10,10.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-03,202,185.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-04,153,132.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-05,106,95.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-06,83,70.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-07,142,126.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-08,41,30.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-10,76,64.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-11,81,63.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-12,57,44.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-13,91,65.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-14,131,6.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-15,1,0.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-17,457,2.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-18,790,0.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-19,829,2.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-20,696,0.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-21,60,0.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-22,197,1.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-23,21,0.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-24,1235,1.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-25,2075,0.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-26,1249,0.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-27,920,0.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-28,825,0.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-29,300,0.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-30,34,0.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-05-31,1399,0.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-06-01,2081,1.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-06-02,1835,0.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-06-03,1292,0.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-06-04,761,0.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-06-05,132,0.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-06-06,15,0.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-06-07,208,0.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-06-08,213,0.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-06-09,210,0.0
60-69,Campaña SARS-CoV-2 (Pfizer),2021-06-10,151,0.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-02,646,643.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-03,11103,11069.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-04,11905,11865.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-05,11958,11914.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-06,3398,3388.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-07,1588,1584.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-08,15828,15774.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-09,20919,20861.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-10,27145,27063.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-11,32527,32422.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-12,33889,33759.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-13,7651,7624.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-14,2008,2005.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-15,124848,124519.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-16,113985,113619.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-17,106399,106061.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-18,92941,92636.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-19,89488,89147.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-20,4211,4186.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-21,457,453.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-22,42975,42733.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-23,25863,25684.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-24,19042,18870.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-25,16040,15883.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-26,16224,16019.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-27,1179,1163.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-02-28,120,119.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-01,79099,78777.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-02,89834,89397.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-03,93686,93237.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-04,93343,92813.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-05,95999,95463.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-06,5390,5343.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-07,572,565.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-08,28999,28735.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-09,16273,16084.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-10,13014,12850.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-11,12126,11904.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-12,13350,13142.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-13,3753,3694.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-14,456,446.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-15,12631,12436.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-16,10114,9924.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-17,9151,8960.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-18,8689,8495.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-19,9371,9186.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-20,1808,1774.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-21,211,202.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-22,9102,8925.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-23,6303,6139.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-24,6294,6144.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-25,4864,4745.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-26,5381,5251.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-27,598,581.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-28,58,56.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-29,6200,6030.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-30,4519,4383.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-03-31,4168,4044.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-04-01,4069,3929.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-04-02,78,75.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-04-03,77,75.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-04-04,12,12.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-04-05,3920,3784.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-04-06,2125,2044.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-04-07,1967,1888.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-04-08,1962,1896.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-04-09,2152,2071.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-04-10,255,241.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-04-11,26,25.0
60-69,Campaña SARS-CoV-2 (Sinovac),2021-04-12,1516,1462.0
