Region,Dosis,edad,accumulated_vaccinated,start_date
Maule,Primera,47,5674.0,2021-04-06
Maule,Primera,48,5684.0,2021-04-06
Maule,Primera,49,5932.0,2021-04-06
Maule,Primera,50,6458.0,2021-04-06
Maule,Primera,51,8194.0,2021-04-06
Maule,Primera,52,9753.0,2021-04-06
Maule,Primera,53,10285.0,2021-04-06
Maule,Primera,54,10650.0,2021-04-06
Maule,Primera,55,10937.0,2021-04-06
Maule,Primera,56,10820.0,2021-04-06
Maule,Primera,57,11154.0,2021-04-06
Maule,Primera,58,11288.0,2021-04-06
Maule,Primera,59,10921.0,2021-04-06
Maule,Primera,60,11620.0,2021-04-06
Maule,Primera,61,10866.0,2021-04-06
Maule,Primera,62,10695.0,2021-04-06
Maule,Primera,63,10759.0,2021-04-06
Maule,Primera,64,10295.0,2021-04-06
Maule,Primera,65,10307.0,2021-04-06
Maule,Primera,66,9387.0,2021-04-06
Maule,Primera,67,9947.0,2021-04-06
Maule,Primera,68,9007.0,2021-04-06
Maule,Primera,69,8379.0,2021-04-06
Maule,Primera,70,8021.0,2021-04-06
Maule,Primera,71,7557.0,2021-04-06
Maule,Primera,72,7337.0,2021-04-06
Maule,Primera,73,6653.0,2021-04-06
Maule,Primera,74,6450.0,2021-04-06
Maule,Primera,75,6001.0,2021-04-06
Maule,Primera,76,5773.0,2021-04-06
Maule,Primera,77,5062.0,2021-04-06
Maule,Primera,78,4702.0,2021-04-06
Maule,Primera,79,4275.0,2021-04-06
Maule,Primera,80,29740.0,2021-04-06
Maule,Segunda,15,0.0,2021-04-06
Maule,Segunda,16,14.0,2021-04-06
Maule,Segunda,17,20.0,2021-04-06
Maule,Segunda,18,152.0,2021-04-06
Maule,Segunda,19,353.0,2021-04-06
Maule,Segunda,20,391.0,2021-04-06
Maule,Segunda,21,595.0,2021-04-06
Maule,Segunda,22,789.0,2021-04-06
Maule,Segunda,23,1126.0,2021-04-06
Maule,Segunda,24,1598.0,2021-04-06
Maule,Segunda,25,2003.0,2021-04-06
Maule,Segunda,26,2230.0,2021-04-06
Maule,Segunda,27,2463.0,2021-04-06
Maule,Segunda,28,2667.0,2021-04-06
Maule,Segunda,29,2907.0,2021-04-06
Maule,Segunda,30,2821.0,2021-04-06
Maule,Segunda,31,3020.0,2021-04-06
Maule,Segunda,32,2945.0,2021-04-06
Maule,Segunda,33,2702.0,2021-04-06
Maule,Segunda,34,2554.0,2021-04-06
Maule,Segunda,35,2387.0,2021-04-06
Maule,Segunda,36,2265.0,2021-04-06
Maule,Segunda,37,2319.0,2021-04-06
Maule,Segunda,38,2318.0,2021-04-06
Maule,Segunda,39,2355.0,2021-04-06
Maule,Segunda,40,2136.0,2021-04-06
Maule,Segunda,41,2003.0,2021-04-06
Maule,Segunda,42,1872.0,2021-04-06
Maule,Segunda,43,1860.0,2021-04-06
Maule,Segunda,44,1958.0,2021-04-06
Maule,Segunda,45,1927.0,2021-04-06
Maule,Segunda,46,1876.0,2021-04-06
Maule,Segunda,47,1861.0,2021-04-06
Maule,Segunda,48,1806.0,2021-04-06
Maule,Segunda,49,1722.0,2021-04-06
Maule,Segunda,50,1670.0,2021-04-06
Maule,Segunda,51,1630.0,2021-04-06
Maule,Segunda,52,1768.0,2021-04-06
Maule,Segunda,53,1801.0,2021-04-06
Maule,Segunda,54,1893.0,2021-04-06
Maule,Segunda,55,1973.0,2021-04-06
Maule,Segunda,56,2995.0,2021-04-06
Maule,Segunda,57,3394.0,2021-04-06
Maule,Segunda,58,3831.0,2021-04-06
Maule,Segunda,59,3980.0,2021-04-06
Maule,Segunda,60,8431.0,2021-04-06
Maule,Segunda,61,8503.0,2021-04-06
Maule,Segunda,62,8584.0,2021-04-06
Maule,Segunda,63,8841.0,2021-04-06
Maule,Segunda,64,8592.0,2021-04-06
Maule,Segunda,65,9298.0,2021-04-06
Maule,Segunda,66,8537.0,2021-04-06
Maule,Segunda,67,9125.0,2021-04-06
Maule,Segunda,68,8295.0,2021-04-06
Maule,Segunda,69,7721.0,2021-04-06
Maule,Segunda,70,7431.0,2021-04-06
Maule,Segunda,71,7057.0,2021-04-06
Maule,Segunda,72,6867.0,2021-04-06
Maule,Segunda,73,6215.0,2021-04-06
Maule,Segunda,74,6070.0,2021-04-06
Maule,Segunda,75,5611.0,2021-04-06
Maule,Segunda,76,5447.0,2021-04-06
Maule,Segunda,77,4745.0,2021-04-06
Maule,Segunda,78,4419.0,2021-04-06
Maule,Segunda,79,4012.0,2021-04-06
Maule,Segunda,80,27703.0,2021-04-06
